,t300_e,t300_e_anom,t300_w,t300_w_anom,t300_c,t300_c_anom,wwv_e,wwv_e_anom,wwv_w,wwv_w_anom,wwv_c,wwv_c_anom,olr,olr_anom,olr_norm,u850_e,u850_e_anom,u850_e_norm,u850_w,u850_w_anom,u850_w_norm,u850_c,u850_c_anom,u850_c_norm,nino1+2,nino1+2_anom,nino3,nino3_anom,nino4,nino4_anom,nino3.4,nino3.4_anom
2011-11-01,16.09104,-0.8671513,21.34025,0.3725719,18.8295,-0.2203999,683277400000000.0,-135546400000000.0,1808466000000000.0,100342000000000.0,2491743000000000.0,-35204240000000.0,,,,,,,,,,,,,20.96,-0.67,24.18,-1.02,27.87,-0.81,25.85,-0.98
2011-12-01,16.06456,-0.9532967,21.4005,0.4524174,18.84826,-0.2199516,683841700000000.0,-151815800000000.0,1830184000000000.0,120907800000000.0,2514026000000000.0,-30908200000000.0,,,,,,,,,,,,,22.18,-0.65,24.35,-0.92,27.44,-1.01,25.66,-0.99
2012-01-01,15.96963,-1.004761,21.42264,0.5526237,18.81441,-0.1922894,667512500000000.0,-159541500000000.0,1846228000000000.0,144451200000000.0,2513741000000000.0,-15090100000000.0,61.2,26.4,1.7,8.3,-2.1,-1.1,4.1,2.3,1.0,11.5,2.2,0.9,23.91,-0.61,25.2,-0.48,27.31,-0.92,25.91,-0.65
2012-02-01,15.90465,-0.8706684,21.43975,0.5578842,18.79226,-0.1254082,646379800000000.0,-134049800000000.0,1855751000000000.0,141795800000000.0,2502131000000000.0,7745974000000.0,,,,,,,,,,,,,25.95,-0.15,26.13,-0.25,27.47,-0.63,26.18,-0.55
2012-03-01,15.95708,-0.6627607,21.45252,0.52314,18.824,-0.04408646,636089600000000.0,-99214950000000.0,1853798000000000.0,127447000000000.0,2489888000000000.0,28231890000000.0,,,,,,,,,,,,,26.52,-0.08,27.04,-0.12,27.55,-0.68,26.79,-0.44
2012-04-01,16.12022,-0.4534092,21.44353,0.52771,18.89734,0.05843163,648307500000000.0,-63286810000000.0,1838655000000000.0,122088900000000.0,2486963000000000.0,58802130000000.0,,,,,,,,,,,,,26.55,0.82,27.49,-0.09,27.98,-0.53,27.29,-0.51
2012-05-01,16.34566,-0.245882,21.35736,0.5380421,18.96021,0.163084,680984900000000.0,-30277240000000.0,1807818000000000.0,119437700000000.0,2488803000000000.0,89160300000000.0,,,,,,,,,,,,,25.42,0.81,27.26,0.05,28.37,-0.42,27.69,-0.19
2012-06-01,16.56176,-0.06085014,21.17846,0.4969215,18.97025,0.230135,715871500000000.0,-7238094000000.0,1765189000000000.0,106890700000000.0,2481061000000000.0,99652640000000.0,,,,,,,,,,,,,24.49,1.31,27.19,0.55,28.5,-0.34,27.95,0.24
2012-07-01,16.71513,0.07301712,20.97832,0.4021492,18.93919,0.2447224,745196800000000.0,8587049000000.0,1723345000000000.0,83469200000000.0,2468542000000000.0,92056450000000.0,,,,,,,,,,,,,22.13,0.3,26.47,0.6,28.54,-0.25,27.57,0.27
2012-08-01,16.80341,0.1149483,20.86278,0.2898026,18.92114,0.2061672,770739500000000.0,16911770000000.0,1696329000000000.0,56066770000000.0,2467069000000000.0,72978470000000.0,,,,,,,,,,,,,20.95,0.09,25.92,0.7,28.78,0.09,27.58,0.68
2012-09-01,16.84897,0.07217598,20.89362,0.2162018,18.95902,0.1473122,788766600000000.0,12001480000000.0,1692344000000000.0,36000950000000.0,2481111000000000.0,48002430000000.0,,,,,,,,,,,,,21.13,0.55,25.41,0.4,28.8,0.12,27.2,0.44
2012-10-01,16.86544,0.001506805,21.02173,0.1762733,19.03374,0.09267998,799761200000000.0,1929984000000.0,1708184000000000.0,24147510000000.0,2507945000000000.0,26077430000000.0,,,,,,,,,,,,,20.42,-0.46,25.11,0.02,29.03,0.34,27.13,0.36
2012-11-01,16.81869,-0.1395016,21.14186,0.174181,19.07405,0.02414322,800413200000000.0,-18410580000000.0,1731864000000000.0,23740160000000.0,2532277000000000.0,5329518000000.0,,,,,,,,,,,,,21.52,-0.1,25.44,0.24,29.04,0.37,27.32,0.5
2012-12-01,16.667,-0.3508511,21.2185,0.2704182,19.04147,-0.02674294,782164500000000.0,-53492950000000.0,1755685000000000.0,46408460000000.0,2537849000000000.0,-7084549000000.0,,,,,,,,,,,,,22.39,-0.45,24.61,-0.65,28.45,0.01,26.18,-0.47
2013-01-01,16.46855,-0.5058346,21.27058,0.4005585,18.97372,-0.03297806,749947700000000.0,-77106210000000.0,1779029000000000.0,77252370000000.0,2528977000000000.0,146297300000.0,29.9,-4.9,-0.3,10.2,-0.2,-0.1,1.5,-0.3,-0.1,10.0,0.7,0.3,24.37,-0.14,25.0,-0.67,28.14,-0.08,26.09,-0.48
2013-02-01,16.31756,-0.4577637,21.2942,0.4123383,18.91382,-0.0038414,715714400000000.0,-64715230000000.0,1794705000000000.0,80749280000000.0,2510419000000000.0,16033920000000.0,,,,,,,,,,,,,25.98,-0.11,25.83,-0.55,28.19,0.09,26.25,-0.48
2013-03-01,16.22235,-0.3974838,21.281,0.3516197,18.8614,-0.00668335,684947200000000.0,-50357420000000.0,1793965000000000.0,67613120000000.0,2478912000000000.0,17255570000000.0,,,,,,,,,,,,,26.11,-0.49,27.2,0.04,27.74,-0.49,27.02,-0.22
2013-04-01,16.1729,-0.4007359,21.23226,0.3164406,18.81231,-0.02659225,664568800000000.0,-47025530000000.0,1778915000000000.0,62348700000000.0,2443484000000000.0,15323100000000.0,,,,,,,,,,,,,24.65,-1.08,27.59,0.02,28.36,-0.15,27.92,0.11
2013-05-01,16.20234,-0.3892002,21.14536,0.3260441,18.78107,-0.01606178,666284000000000.0,-44978170000000.0,1755878000000000.0,67498100000000.0,2422162000000000.0,22519860000000.0,,,,,,,,,,,,,23.24,-1.37,26.52,-0.69,28.57,-0.22,27.58,-0.3
2013-06-01,16.29995,-0.3226624,21.04122,0.3596859,18.77342,0.03331184,690794600000000.0,-32315000000000.0,1730397000000000.0,72098140000000.0,2421191000000000.0,39783210000000.0,,,,,,,,,,,,,21.27,-1.9,25.84,-0.8,28.57,-0.27,27.37,-0.34
2013-07-01,16.41003,-0.2320805,20.97103,0.3948574,18.78946,0.09498787,726272300000000.0,-10337450000000.0,1712332000000000.0,72455560000000.0,2438604000000000.0,62118110000000.0,,,,,,,,,,,,,20.02,-1.81,25.3,-0.57,28.61,-0.17,27.04,-0.26
2013-08-01,16.5259,-0.1625633,20.98552,0.4125443,18.85244,0.1374645,758500600000000.0,4672924000000.0,1711120000000000.0,70858100000000.0,2469621000000000.0,75531030000000.0,,,,,,,,,,,,,19.83,-1.03,24.5,-0.72,28.5,-0.19,26.43,-0.47
2013-09-01,16.65513,-0.121666,21.10788,0.4304619,18.97809,0.1663742,784590100000000.0,7825028000000.0,1730362000000000.0,74017990000000.0,2514952000000000.0,81843020000000.0,,,,,,,,,,,,,19.81,-0.77,24.96,-0.05,28.74,0.06,26.82,0.05
2013-10-01,16.79299,-0.07095146,21.28146,0.4359989,19.13458,0.1935196,812918800000000.0,15087620000000.0,1758797000000000.0,74760350000000.0,2571716000000000.0,89848030000000.0,,,,,,,,,,,,,20.2,-0.67,25.04,-0.05,28.8,0.12,26.62,-0.15
2013-11-01,16.90929,-0.04890442,21.39512,0.4274445,19.2495,0.1996002,835508400000000.0,16684610000000.0,1780105000000000.0,71981240000000.0,2615613000000000.0,88665840000000.0,,,,,,,,,,,,,20.98,-0.64,24.97,-0.23,28.81,0.14,26.73,-0.09
2013-12-01,16.89517,-0.1226845,21.43985,0.4917717,19.26609,0.1978703,832821100000000.0,-2836356000000.0,1793929000000000.0,84652460000000.0,2626750000000000.0,81815910000000.0,,,,,,,,,,,,,22.83,-0.01,25.29,0.03,28.15,-0.3,26.47,-0.18
2014-01-01,16.77052,-0.2038651,21.49822,0.6282063,19.23692,0.230217,805356400000000.0,-21697570000000.0,1813640000000000.0,111863000000000.0,2618996000000000.0,90165590000000.0,38.6,3.8,0.2,9.8,-0.6,-0.3,1.2,-0.6,-0.3,9.9,0.6,0.2,24.71,0.19,25.47,-0.2,27.91,-0.32,26.07,-0.49
2014-02-01,16.77725,0.001934052,21.55,0.6681309,19.26715,0.3494816,794369900000000.0,13940320000000.0,1828780000000000.0,114824600000000.0,2623150000000000.0,128765000000000.0,,,,,,,,,,,,,25.18,-0.92,25.63,-0.75,27.93,-0.16,25.89,-0.85
2014-03-01,17.00048,0.38064,21.48059,0.5512142,19.33771,0.4696274,816612500000000.0,81307960000000.0,1813917000000000.0,87565390000000.0,2630529000000000.0,168873300000000.0,,,,,,,,,,,,,25.81,-0.79,27.11,-0.05,28.28,0.05,26.89,-0.34
2014-04-01,17.23301,0.6593761,21.26397,0.3481503,19.33592,0.4970131,841738000000000.0,130143700000000.0,1766018000000000.0,49451990000000.0,2607757000000000.0,179595700000000.0,,,,,,,,,,,,,25.38,-0.35,27.74,0.17,28.83,0.32,27.99,0.18
2014-05-01,17.2759,0.6843586,21.01049,0.1911697,19.2242,0.4270668,840973700000000.0,129711600000000.0,1709143000000000.0,20762140000000.0,2550116000000000.0,150473600000000.0,,,,,,,,,,,,,25.18,0.57,27.8,0.59,29.27,0.48,28.33,0.45
2014-06-01,17.11805,0.4954376,20.86655,0.1850166,19.0736,0.3334942,815863700000000.0,92754050000000.0,1679464000000000.0,21165460000000.0,2495328000000000.0,113919400000000.0,,,,,,,,,,,,,24.39,1.22,27.58,0.93,29.07,0.22,28.18,0.47
2014-07-01,16.93057,0.2884655,20.88916,0.3129902,18.99573,0.30126,790480300000000.0,53870500000000.0,1686426000000000.0,46549930000000.0,2476906000000000.0,100420600000000.0,,,,,,,,,,,,,23.19,1.36,26.35,0.48,28.83,0.04,27.27,-0.03
2014-08-01,16.90761,0.2191505,21.01303,0.4400501,19.04937,0.3343906,793043000000000.0,39215330000000.0,1709366000000000.0,69103340000000.0,2502409000000000.0,108318500000000.0,,,,,,,,,,,,,21.88,1.02,25.54,0.32,28.97,0.28,26.89,-0.01
2014-09-01,17.04638,0.2695847,21.15887,0.481451,19.19183,0.3801136,825010800000000.0,48245700000000.0,1729186000000000.0,72842240000000.0,2554197000000000.0,121088000000000.0,,,,,,,,,,,,,21.32,0.74,25.35,0.34,29.21,0.53,27.07,0.31
2014-10-01,17.23125,0.3673115,21.28572,0.4402599,19.34643,0.4053669,861511500000000.0,63680270000000.0,1744889000000000.0,60852710000000.0,2606401000000000.0,124533100000000.0,,,,,,,,,,,,,21.26,0.39,25.71,0.63,29.15,0.47,27.2,0.43
2014-11-01,17.37221,0.4140186,21.3428,0.375124,19.44363,0.3937263,887786100000000.0,68962340000000.0,1752823000000000.0,44699600000000.0,2640610000000000.0,113662000000000.0,,,,,,,,,,,,,22.36,0.74,26.08,0.88,29.4,0.73,27.57,0.75
2014-12-01,17.3662,0.3483448,21.3254,0.3773155,19.43167,0.3634567,886945900000000.0,51288490000000.0,1752048000000000.0,42771430000000.0,2638994000000000.0,94059780000000.0,,,,,,,,,,,,,22.73,-0.11,26.03,0.77,29.2,0.75,27.28,0.63
2015-01-01,17.23523,0.2608471,21.30853,0.4385166,19.36024,0.3535347,857945500000000.0,30891550000000.0,1752872000000000.0,51095080000000.0,2610818000000000.0,81986900000000.0,36.6,1.8,0.1,9.6,-0.8,-0.4,1.3,-0.5,-0.2,7.2,-2.1,-0.8,24.58,0.06,26.21,0.54,28.92,0.7,27.07,0.51
2015-02-01,17.18392,0.4086037,21.32078,0.4389172,19.34208,0.4244175,835599700000000.0,55170130000000.0,1755955000000000.0,41999950000000.0,2591555000000000.0,97169880000000.0,,,,,,,,,,,,,25.53,-0.57,26.75,0.37,29.06,0.96,27.48,0.75
2015-03-01,17.32207,0.7022305,21.29875,0.3693733,19.39667,0.5285835,840184600000000.0,104880000000000.0,1748694000000000.0,22342960000000.0,2588879000000000.0,127222800000000.0,,,,,,,,,,,,,26.73,0.13,27.29,0.12,29.17,0.94,27.68,0.44
2015-04-01,17.56025,0.9866142,21.17429,0.2584724,19.44566,0.6067505,861960900000000.0,150366600000000.0,1721725000000000.0,5158658000000.0,2583686000000000.0,155525300000000.0,,,,,,,,,,,,,26.69,0.96,28.33,0.76,29.62,1.1,28.63,0.82
2015-05-01,17.77369,1.182156,20.95513,0.1358128,19.43342,0.6362915,883464900000000.0,172202800000000.0,1680000000000000.0,-8380555000000.0,2563465000000000.0,163822100000000.0,,,,,,,,,,,,,25.95,1.34,28.07,0.86,29.68,0.89,28.71,0.83
2015-06-01,17.91868,1.296068,20.73498,0.05344391,19.38791,0.6478024,897135400000000.0,174025800000000.0,1644697000000000.0,-13601890000000.0,2541832000000000.0,160423700000000.0,,,,,,,,,,,,,25.09,1.91,27.9,1.26,29.74,0.9,28.73,1.02
2015-07-01,18.04271,1.400604,20.58787,0.01169777,19.37049,0.6760254,913372000000000.0,176762300000000.0,1624759000000000.0,-15117210000000.0,2538131000000000.0,161645100000000.0,,,,,,,,,,,,,24.31,2.48,27.58,1.71,29.68,0.89,28.56,1.26
2015-08-01,18.19887,1.510403,20.52412,-0.04885674,19.41193,0.6969528,942412900000000.0,188585200000000.0,1613978000000000.0,-26284800000000.0,2556391000000000.0,162300400000000.0,,,,,,,,,,,,,22.66,1.8,27.06,1.84,29.42,0.73,28.55,1.65
2015-09-01,18.38566,1.608862,20.5358,-0.1416168,19.50737,0.6956539,977211200000000.0,200446100000000.0,1608242000000000.0,-48101890000000.0,2585453000000000.0,152344100000000.0,,,,,,,,,,,,,22.84,2.26,27.1,2.09,29.46,0.79,28.55,1.79
2015-10-01,18.58171,1.717768,20.55691,-0.2885513,19.61215,0.6710892,1009328000000000.0,211496400000000.0,1605177000000000.0,-78859360000000.0,2614505000000000.0,132637200000000.0,,,,,,,,,,,,,23.07,2.2,27.46,2.38,29.63,0.95,28.98,2.21
2015-11-01,18.71082,1.752625,20.50357,-0.4641018,19.64608,0.59618,1028770000000000.0,209946500000000.0,1594628000000000.0,-113495900000000.0,2623398000000000.0,96450740000000.0,,,,,,,,,,,,,23.67,2.04,27.9,2.7,30.22,1.55,29.54,2.72
2015-12-01,18.64264,1.624788,20.37601,-0.5720711,19.54692,0.4787064,1018732000000000.0,183074800000000.0,1576824000000000.0,-132452400000000.0,2595556000000000.0,50622100000000.0,,,,,,,,,,,,,24.94,2.1,27.84,2.57,29.84,1.4,29.03,2.39
2016-01-01,18.31177,1.337383,20.22673,-0.6432877,19.31079,0.3040848,964266500000000.0,137212500000000.0,1557634000000000.0,-144143300000000.0,2521900000000000.0,-6930735000000.0,2.9,-31.9,-2.0,7.6,-2.8,-1.5,0.9,-0.9,-0.4,3.7,-5.6,-2.2,25.72,1.21,28.16,2.49,29.49,1.26,29.04,2.47
2016-02-01,17.76871,0.9933949,20.12851,-0.7533531,18.9998,0.08213234,867781600000000.0,87351980000000.0,1542670000000000.0,-171285600000000.0,2410451000000000.0,-83933590000000.0,,,,,,,,,,,,,27.1,1.01,28.31,1.93,29.47,1.37,28.97,2.23
2016-03-01,17.16708,0.5472412,20.12844,-0.8009338,18.71199,-0.1560879,756680700000000.0,21376120000000.0,1539818000000000.0,-186533400000000.0,2296499000000000.0,-165157300000000.0,,,,,,,,,,,,,27.72,1.11,28.69,1.53,29.42,1.2,28.85,1.61
2016-04-01,16.6939,0.120266,20.17905,-0.7367668,18.51207,-0.3268394,670313100000000.0,-41281280000000.0,1544846000000000.0,-171721000000000.0,2215159000000000.0,-213002200000000.0,,,,,,,,,,,,,26.18,0.45,28.27,0.7,29.26,0.75,28.79,0.98
2016-05-01,16.43815,-0.1533852,20.22443,-0.5948906,18.41342,-0.3837128,632600800000000.0,-78661320000000.0,1547979000000000.0,-140401100000000.0,2180580000000000.0,-219062500000000.0,,,,,,,,,,,,,25.06,0.44,27.18,-0.03,29.35,0.56,28.15,0.27
2016-06-01,16.34651,-0.2761002,20.27738,-0.4041538,18.39721,-0.3429031,632212500000000.0,-90897080000000.0,1551429000000000.0,-106869100000000.0,2183642000000000.0,-197766200000000.0,,,,,,,,,,,,,23.54,0.37,26.62,-0.02,29.26,0.41,27.73,0.02
2016-07-01,16.32271,-0.3193951,20.36954,-0.2066269,18.4339,-0.2605648,649752700000000.0,-86857060000000.0,1564979000000000.0,-74896710000000.0,2214732000000000.0,-161753700000000.0,,,,,,,,,,,,,22.22,0.39,25.41,-0.47,28.94,0.15,26.88,-0.42
2016-08-01,16.31873,-0.3697357,20.52248,-0.05049896,18.51178,-0.2031937,669545500000000.0,-84282160000000.0,1593213000000000.0,-47049090000000.0,2262759000000000.0,-131331500000000.0,,,,,,,,,,,,,21.26,0.4,24.79,-0.43,28.69,-0.01,26.41,-0.49
2016-09-01,16.32026,-0.4565411,20.73268,0.05526352,18.62217,-0.189539,685057100000000.0,-91707950000000.0,1635503000000000.0,-20840930000000.0,2320560000000000.0,-112548800000000.0,,,,,,,,,,,,,21.17,0.59,24.91,-0.1,28.51,-0.16,26.34,-0.43
2016-10-01,16.3564,-0.5075397,20.96218,0.1167183,18.75919,-0.1818714,699940000000000.0,-97891160000000.0,1686463000000000.0,2426388000000.0,2386403000000000.0,-95464770000000.0,,,,,,,,,,,,,21.35,0.48,24.61,-0.48,28.28,-0.4,26.07,-0.7
2016-11-01,16.49201,-0.4661884,21.12778,0.1601067,18.91044,-0.1394577,726461200000000.0,-92362530000000.0,1725831000000000.0,17706940000000.0,2452292000000000.0,-74655660000000.0,,,,,,,,,,,,,21.88,0.26,24.69,-0.51,28.27,-0.41,26.18,-0.64
2016-12-01,16.68577,-0.3320847,21.15811,0.2100315,19.01895,-0.04926872,762817000000000.0,-72840430000000.0,1740698000000000.0,31421850000000.0,2503515000000000.0,-41418790000000.0,,,,,,,,,,,,,23.26,0.42,24.98,-0.28,28.38,-0.06,26.31,-0.33
2017-01-01,16.7799,-0.1944828,21.13448,0.2644634,19.05164,0.04494286,774151700000000.0,-52902190000000.0,1743271000000000.0,41494220000000.0,2517423000000000.0,-11407700000000.0,49.5,14.7,0.9,9.2,-1.2,-0.6,3.4,1.6,0.7,9.8,0.5,0.2,25.58,1.07,25.64,-0.03,28.15,-0.07,26.3,-0.26
2017-02-01,16.72091,-0.05441093,21.18459,0.3027229,19.04957,0.1319008,744316500000000.0,-36113090000000.0,1753603000000000.0,39647650000000.0,2497919000000000.0,3534490000000.0,,,,,,,,,,,,,27.24,1.14,26.91,0.53,28.01,-0.09,26.83,0.1
2017-03-01,16.63381,0.01396942,21.27069,0.3413162,19.05283,0.1847439,706580800000000.0,-28723800000000.0,1766262000000000.0,39910450000000.0,2472843000000000.0,11186510000000.0,,,,,,,,,,,,,28.43,1.83,27.66,0.5,28.17,-0.06,27.44,0.21
2017-04-01,16.64688,0.07325363,21.27175,0.3559361,19.05963,0.220726,690369200000000.0,-21225120000000.0,1759721000000000.0,43154350000000.0,2450090000000000.0,21929030000000.0,,,,,,,,,,,,,26.5,0.77,28.13,0.56,28.62,0.11,28.17,0.36
2017-05-01,16.74686,0.1553192,21.14314,0.3238144,19.04035,0.2432232,700407800000000.0,-10854320000000.0,1726957000000000.0,38576320000000.0,2427364000000000.0,27721870000000.0,,,,,,,,,,,,,24.96,0.35,27.59,0.38,28.98,0.19,28.3,0.42
2017-06-01,16.80943,0.1868191,20.94172,0.2601871,18.9652,0.2250938,716762700000000.0,-6346888000000.0,1682845000000000.0,24546270000000.0,2399608000000000.0,18199390000000.0,,,,,,,,,,,,,23.15,-0.03,26.71,0.07,29.28,0.44,28.1,0.39
2017-07-01,16.73936,0.09724617,20.77389,0.1977253,18.84414,0.1496658,719517600000000.0,-17092160000000.0,1649530000000000.0,9654281000000.0,2369048000000000.0,-7437810000000.0,,,,,,,,,,,,,21.52,-0.32,26.02,0.15,29.02,0.23,27.58,0.28
2017-08-01,16.56353,-0.1249371,20.72347,0.1504936,18.73373,0.01875305,706064600000000.0,-47763120000000.0,1637698000000000.0,-2564632000000.0,2343762000000000.0,-50327890000000.0,,,,,,,,,,,,,20.58,-0.28,25.23,0.02,28.78,0.09,26.85,-0.06
2017-09-01,16.38925,-0.3875504,20.82385,0.1464329,18.70274,-0.1089764,687025700000000.0,-89739380000000.0,1654966000000000.0,-1377208000000.0,2341992000000000.0,-91116660000000.0,,,,,,,,,,,,,19.87,-0.71,24.5,-0.51,28.59,-0.09,26.44,-0.32
2017-10-01,16.29467,-0.5692673,21.04043,0.1949692,18.77048,-0.1705742,679835100000000.0,-117996000000000.0,1698617000000000.0,14580610000000.0,2378452000000000.0,-103415300000000.0,,,,,,,,,,,,,19.8,-1.07,24.69,-0.39,28.56,-0.13,26.4,-0.37
2017-11-01,16.30534,-0.6528568,21.2388,0.2711258,18.87908,-0.1708241,694531600000000.0,-124292200000000.0,1742362000000000.0,34238000000000.0,2436893000000000.0,-90054190000000.0,,,,,,,,,,,,,20.5,-1.12,24.25,-0.95,28.32,-0.35,25.91,-0.91
2017-12-01,16.40971,-0.6081409,21.30778,0.3596992,18.96499,-0.1032295,726672300000000.0,-108985100000000.0,1765635000000000.0,56358960000000.0,2492308000000000.0,-52626230000000.0,,,,,,,,,,,,,21.62,-1.22,24.12,-1.14,28.06,-0.39,25.72,-0.93
2018-01-01,16.50604,-0.4683437,21.34155,0.471529,19.02868,0.02197838,750413700000000.0,-76640270000000.0,1783206000000000.0,81428690000000.0,2533619000000000.0,4788620000000.0,61.6,26.8,1.7,10.5,0.1,0.1,5.1,3.3,1.4,11.4,2.1,0.8,23.78,-0.74,24.59,-1.09,28.02,-0.2,25.87,-0.7
2018-02-01,16.52062,-0.2546978,21.45619,0.5743217,19.09546,0.1777916,744643600000000.0,-35785940000000.0,1810640000000000.0,96684410000000.0,2555283000000000.0,60898340000000.0,,,,,,,,,,,,,25.61,-0.49,25.59,-0.79,27.84,-0.26,26.06,-0.67
2018-03-01,16.55863,-0.06120491,21.56732,0.6379452,19.17162,0.3035374,734968600000000.0,-336014100000.0,1828909000000000.0,102557600000000.0,2563878000000000.0,102221600000000.0,,,,,,,,,,,,,25.85,-0.75,26.43,-0.73,28.04,-0.18,26.5,-0.73
2018-04-01,16.71857,0.1449413,21.57297,0.6571522,19.25106,0.4121571,746278500000000.0,34684140000000.0,1821627000000000.0,105060500000000.0,2567906000000000.0,139744800000000.0,,,,,,,,,,,,,24.89,-0.84,27.08,-0.49,28.56,0.05,27.31,-0.49
2018-05-01,16.93208,0.3405418,21.4849,0.6655769,19.30724,0.5101109,773739600000000.0,62477480000000.0,1792882000000000.0,104501700000000.0,2566622000000000.0,166979200000000.0,,,,,,,,,,,,,24.07,-0.54,27.07,-0.15,28.92,0.13,27.77,-0.11
2018-06-01,17.07375,0.4511395,21.37191,0.6903763,19.31606,0.5759468,797983200000000.0,74873560000000.0,1758133000000000.0,99833960000000.0,2556116000000000.0,174707500000000.0,,,,,,,,,,,,,22.48,-0.69,26.82,0.18,29.08,0.24,27.86,0.15
2018-07-01,17.10677,0.4646645,21.32854,0.7523727,19.30923,0.6147594,809049100000000.0,72439320000000.0,1740669000000000.0,100792800000000.0,2549718000000000.0,173232100000000.0,,,,,,,,,,,,,21.54,-0.29,26.14,0.27,29.01,0.22,27.52,0.22
2018-08-01,17.14553,0.4570694,21.39038,0.8174,19.36003,0.64505,824253100000000.0,70425450000000.0,1748107000000000.0,107845000000000.0,2572361000000000.0,178270400000000.0,,,,,,,,,,,,,20.67,-0.18,25.36,0.14,29.16,0.47,27.18,0.28
2018-09-01,17.32088,0.5440826,21.50094,0.8235264,19.50158,0.6898651,864522700000000.0,87757590000000.0,1761728000000000.0,105384300000000.0,2626251000000000.0,193142000000000.0,,,,,,,,,,,,,20.6,0.02,25.29,0.28,29.13,0.46,27.1,0.33
2018-10-01,17.58126,0.7173214,21.5843,0.7388439,19.66961,0.728548,915790200000000.0,117959000000000.0,1770829000000000.0,86791890000000.0,2686619000000000.0,204750800000000.0,,,,,,,,,,,,,21.15,0.27,25.85,0.76,29.56,0.88,27.63,0.86
2018-11-01,17.74426,0.7860622,21.59197,0.6242962,19.75157,0.7016697,942626000000000.0,123802200000000.0,1772519000000000.0,64395380000000.0,2715145000000000.0,188197700000000.0,,,,,,,,,,,,,22.4,0.78,26.12,0.92,29.46,0.79,27.69,0.86
2018-12-01,17.69551,0.6776562,21.5383,0.5902195,19.70026,0.63204,928775300000000.0,93117840000000.0,1769139000000000.0,59863120000000.0,2697915000000000.0,152980800000000.0,,,,,,,,,,,,,23.67,0.84,26.21,0.94,29.41,0.97,27.54,0.9
2019-01-01,17.50204,0.5276585,21.47296,0.6029453,19.57364,0.5669346,884615400000000.0,57561420000000.0,1768148000000000.0,66371070000000.0,2652763000000000.0,123932600000000.0,24.0,-10.8,-0.7,9.5,-0.9,-0.5,-0.6,-2.4,-1.0,8.4,-0.9,-0.4,25.32,0.8,26.41,0.73,29.06,0.83,27.24,0.67
2019-02-01,17.31482,0.5395031,21.39086,0.5089989,19.44125,0.5235882,835213800000000.0,54784190000000.0,1765515000000000.0,51559740000000.0,2600729000000000.0,106343900000000.0,,,,,,,,,,,,,26.77,0.67,27.09,0.71,28.94,0.85,27.44,0.71
2019-03-01,17.15915,0.5393162,21.26158,0.3322048,19.29935,0.4312706,789896800000000.0,54592260000000.0,1747041000000000.0,20689130000000.0,2536938000000000.0,75281380000000.0,,,,,,,,,,,,,27.11,0.5,27.95,0.79,29.09,0.87,28.21,0.97
2019-04-01,16.99464,0.4210091,21.10188,0.1860619,19.13735,0.2984409,747241000000000.0,35646620000000.0,1713837000000000.0,-2729317000000.0,2461078000000000.0,32917430000000.0,,,,,,,,,,,,,26.2,0.47,28.21,0.64,29.13,0.61,28.53,0.72
2019-05-01,16.85519,0.263649,20.95134,0.1320152,18.99211,0.1949768,721247500000000.0,9985396000000.0,1680710000000000.0,-7670677000000.0,2401957000000000.0,2314719000000.0,,,,,,,,,,,,,24.76,0.15,27.87,0.66,29.41,0.62,28.63,0.75
2019-06-01,16.74349,0.1208858,20.84999,0.1684589,18.88581,0.1457043,713252500000000.0,-9857151000000.0,1658240000000000.0,-58250490000.0,2371493000000000.0,-9915469000000.0,,,,,,,,,,,,,23.15,-0.03,27.07,0.42,29.53,0.69,28.31,0.6
2019-07-01,16.63027,-0.01184273,20.84457,0.2684059,18.82883,0.1343594,710968900000000.0,-25640890000000.0,1656366000000000.0,16490120000000.0,2367335000000000.0,-9150696000000.0,,,,,,,,,,,,,21.24,-0.59,25.93,0.06,29.51,0.73,27.72,0.42
2019-08-01,16.58834,-0.1001282,20.95349,0.3805141,18.86559,0.1506176,716231500000000.0,-37596200000000.0,1677219000000000.0,36956580000000.0,2393451000000000.0,-639681700000.0,,,,,,,,,,,,,20.39,-0.47,25.11,-0.11,29.31,0.62,27.05,0.15
2019-09-01,16.71173,-0.06507111,21.12538,0.4479656,19.01429,0.2025757,745727000000000.0,-31038120000000.0,1705899000000000.0,49555200000000.0,2451626000000000.0,18517210000000.0,,,,,,,,,,,,,19.86,-0.72,24.8,-0.21,29.25,0.57,26.75,-0.01
2019-10-01,16.9459,0.08196259,21.27979,0.43433,19.20685,0.2657871,798021000000000.0,189783900000.0,1727946000000000.0,43909060000000.0,2525967000000000.0,44098850000000.0,,,,,,,,,,,,,19.94,-0.93,25.25,0.16,29.53,0.84,27.28,0.52
2019-11-01,17.14928,0.191082,21.3624,0.3947277,19.34722,0.2973213,843337100000000.0,24513320000000.0,1739526000000000.0,31402120000000.0,2582863000000000.0,55915640000000.0,,,,,,,,,,,,,21.49,-0.13,25.57,0.37,29.4,0.73,27.28,0.46
2019-12-01,17.24988,0.2320251,21.34564,0.3975544,19.38659,0.3183784,860960900000000.0,25303460000000.0,1737756000000000.0,28479930000000.0,2598717000000000.0,53783190000000.0,,,,,,,,,,,,,23.11,0.27,25.56,0.29,29.29,0.85,27.08,0.44
